"Tyranitar","バンギラス","Bangiras","Star","","Rock","Dark","2","020","126","5","","","","Crunch","Dark","","","","","148","128","106","92","97","61","Its tremendous power can change the surrounding terrain, knocking down mountains and burying rivers.","やまが くずし かわを うずめ あたりの ちけいを かえてしまう ほどの ものすごい パワーを ひめている。","","","",""
"Pikachu","ピカチュウ","Pikachu","Star","","Electric","","2","021","96","5","","","","Thunderbolt","Electric","","","","","112","71","53","65","65","113","It is said that electricity accumulates in the electric sacs on Pikachu's cheeks while it sleeps.","ほっぺたの でんきぶくろには ピカチュウが ねている あいだに でんきが たまると いわれている。","","","",""
"Golisopod","グソクムシャ","Gusokumusha","Star","","Bug","Water","2","022","114","5","","","","First Impression","Bug","","","","","125","120","133","60","87","41","It slashes opponents with its sharp flexible claws. The shell covering its body is as hard as diamond.","のびちぢみする するどい ツメで あいてを きりさく。 からだを おおう カラは ダイヤモンドと おなじくらい かたい。","","","",""
"Espeon","エーフィ","Eifie","Star","","Psychic","","2","023","112","5","","","","Psychic","Psychic","","","","","115","64","60","124","92","106","Its fur is so sensitive, it can feel the flow of air to predict its enemy's movements.","ぜんしんの たいもうで くうきの ながれを よみとり あいての うごきを よそくする。","","","",""
"Umbreon","ブラッキー","Blacky","Star","","Dark","","2","024","112","5","","","","Dark Pulse","Dark","","","","","143","64","106","60","124","64","The rings on its body glow faintly when it is exposed to the moon's aura, and it gains a mysterious power.","つきの はどうを あびると からだの わっかもようが ほのかに かがやき ふしぎな ちからに めざめる。","","","",""
"Keldeo","ケルディオ","Keldeo","Star","Mythical","Water","Fighting","2","025","122","5","","","","Sacred Sword","Fighting","","","","","139","71","87","123","87","104","It can run on the surface of water by blowing water from its hooves. It excels at using leg moves while battling.","ひづめから みずを ふきだして すいめんを はしることが できる。 あしわざで たたかうのが とくい。","","","",""
"Turtwig","ナエトル","Naetle","","","Grass","","2","026","44","2","","","","Absorb","Grass","","","","","62","39","37","27","32","20","The shell on its back is made of soil. If the shell is reasonably moist, it's proof of good health.","せなかの こうらは つちで できている。 こうらが ほどよく しめって いれば げんきな しょうこだ。","","","",""
"Grotle","ハヤシガメ","Hayashigame","","","Grass","","2","027","64","3","","","","Mega Drain","Grass","","","","","87","60","57","39","45","26","It lives in the forest. It is said to have its own secret springwater.","もりの なかで くらしている。 きれいな みずが わきでる ひみつの ばしょを しっていると いう。","","","",""
"Torterra","ドダイトス","Dodaitose","","","Grass","Ground","2","028","92","4","","","","Stomping Tantrum","Ground","","","","","117","85","82","60","67","46","Torterra's back is so large that small Pokémon sometimes make their nests there.","ドダイトスの せなかは おおきいので ちいさな ポケモンたちが すを つくることも ある。","","","",""
"Chimchar","ヒコザル","Hikozaru","","","Fire","","2","029","42","2","","","","Ember","Fire","","","","","57","34","27","34","27","35","The fire on its rear end doesn't go out even in the rain, but when it sleeps, it puts the fire out itself.","おしりの ほのおは あめに ぬれても きえないが ねむるときは じぶんで けす。","","","",""
"Monferno","モウカザル","Moukazaru","","","Fire","Fighting","2","030","64","3","","","","Mach Punch","Fighting","","","","","80","53","37","53","37","55","In battle, it skilfully controls the intensity of the fire on its tail.","しっぽの ほのおの いきおいを うまく コントロールして たたかいに やくだてる。","","","",""
"Infernape","ゴウカザル","Goukazaru","","","Fire","Fighting","2","031","92","4","","","","Brick Break","Fighting","","","","","103","81","57","81","57","84","It will take on any opponent using unique fighting techniques with fire on its hands and feet.","てと あしに ほのおを まとう ユニークな かくとうわざを つかって どんな あいてとも たたかう。","","","",""
"Piplup","ポッチャマ","Pochama","","","Water","","2","032","44","2","","","","Bubble","Water","","","","","61","30","31","35","33","25","Its good at swimming but not very good at walking. Even if it falls down, its strong pride makes it puff up its chest.","およぎは とくいだが あるくのは にがて。 でも プライドが たかいので ころんでも むねを はっている。","","","",""
"Prinplup","ポッタイシ","Pottaishi","","","Water","","2","033","64","3","","","","Bubble Beam","Water","","","","","80","45","47","55","52","36","Every Prinplup considers itself to be the most important. Its wings can deliver wicked blows.","どの ポッタイシも じぶんが いちばん えらいと おもっている。 つばさの いちげきは きょうれつ。","","","",""
"Empoleon","エンペルト","Emperte","","","Water","Steel","2","034","92","4","","","","Steel Wing","Steel","","","","","109","68","70","87","79","49","In a flock of Empoleon, the size of the horns that extend from each of their beaks represent their strength.","エンペルトの むれでは クチバシから のびる ツノの おおきさが つよさを あらわす。","","","",""
"Galarian Zigzagoon","ガラルジグザグマ","Galarian Jiguzaguma","","","Dark","Normal","2","035","36","2","","","","Payback","Dark","","","","","54","20","25","20","25","35","Its restlessness has it constantly running around. If it sees another Pokémon, it will purposely run into them in order to start a fight.","おちつきなく はしりまわっている。 ほかの ポケモンを みつけると わざと ぶつかって ケンカを うる。","","","",""
"Galarian Linoone","ガラルマッスグマ","Galarian Massuguma","","","Dark","Normal","2","036","64","3","","","","Snarl","Dark","","","","","89","48","42","36","42","67","It uses its long tongue to taunt opponents. Once the opposition is enraged, this Pokémon hurls itself at the opponent, tackling them forcefully.","ながいしたで えものを ちょうはつ。 おこった あいてに きょうれつな タックルを おみまい するぞ。","","","",""
"Obstagoon","タチフサグマ","Tachifusaguma","","","Dark","Normal","2","037","90","4","","","","Assurance","Dark","","","","","115","71","79","49","64","75","It evolved after experiencing numerous fights. While crossing its arms, it lets out a shout that would make any opponent flinch.","ケンカを くりかえし しんか。 うでをクロスし さけぶ おたけびは どんな あいても ひるませるぞ。","","","",""
"Falinks","タイレーツ","Tairetsu","","","Fighting","","2","038","72","3","","","","Brick Break","Fighting","","","","","81","67","67","48","42","51","Five of them are troopers, and one is the brass. The brass's orders are absolute.","ヘイチョーと よばれる 1ぴきと ヘイと よばれる 5ひきで ひとつ。ヘイチョーの めいれいは ぜったい。","","","",""
"Galarian Farfetch'd","ガラルカモネギ","Galarian Kamonegi","","","Fighting","","2","039","50","2","","","","Rock Smash","Fighting","","","","","61","52","32","34","36","32","The Farfetch'd of the Galar region are brave warriors, and they wield thick, tough leeks in battle.","ガラルに すむ カモネギの すがた。 ふとく たくましい ネギを ふるい ゆうかんに たたかう せんし。","","","",""
"Sirfetch'd","ネギガナイト","Negigaknight","","","Fighting","","2","040","88","4","","","","Brick Break","Fighting","","","","","92","105","75","55","65","53","After deflecting attacks with its hard leaf shield, it strikes opponents back with its sharp leek stalk. The leek stalk is both weapon and food.","かたいねぎの はで あいての こうげきを いなし するどい くきで はんげき。 ネギは ぶぐであり しょくざい。","","","",""
"Galarian Ponyta","ガラルポニータ","Galarian Ponyta","","","Psychic","","2","041","64","3","","","","Confusion","Psychic","","","","","72","57","39","45","45","60","This Pokémon will look into your eyes and read the contents of your heart. If it finds evil there, it promptly hides away.","ひとみを のぞいて こころを よむ。 よこしまな きもちを みつけると たちまち すがたを けしてしまう。","","","",""
"Galarian Rapidash","ガラルギャロップ","Galarian Gallop","","","Psychic","Fairy","2","042","88","4","","","","Psybeam","Psychic","","","","","95","79","56","64","64","82","Brave and prideful, this Pokémon dashes airily through the forest, its steps aided by the psychic power stored in the fur on its fetlocks.","ゆうもうかかんで ほこり たかい。 あしさきの けに サイコパワーを ためて かろやかに もりを かける。","","","",""
"Chewtle","カムカメ","Kamukame","","","Water","","2","043","40","2","","","","Water Gun","Water","","","","","60","37","30","24","24","27","It starts off battles by attacking with its rock-hard horn, but as soon as the opponent flinches, this Pokémon bites down and never lets go.","あたまの ツノは いわの かたさ。 ツノで たたかい ひるんだ すきに パクリと かみつき はなさない。","","","",""
"Drednaw","カジリガメ","Kajirigame","","","Water","Rock","2","044","86","4","","","","Rock Tomb","Rock","","","","","113","90","71","40","55","59","This Pokémon rapidly extends its retractable neck to sink its sharp fangs into distant enemies and take them down.","くびが のびちぢみする。 はなれた ところから くびを いっきに のばし するどい キバで てきを しとめる。","","","",""
"Grubbin","アゴジムシ","Agojimushi","","","Bug","","2","045","42","2","","","","Bug Bite","Bug","","","","","58","36","27","32","27","28","It lives underground. Its strong jaw enables it to scrape trees and slurp out the sap.","じめんの なかで くらしいてる。 じょうぶな アゴで きを けずり そこから じゅえきを すう。 ","","","",""
"Charjabug","デンヂムシ","Dendimushi","","","Bug","Electric","2","046","62","3","","","","X-Scissor","Bug","","","","","76","55","63","39","51","26","Its body is capable of generating electricity from fallen leaves. It's useful to have one on camping trips.","おちばの なかに でんさを ためることが できる。 キャンプの ときなどに やくだつぞ。","","","",""
"Vikavolt","クワガノン","Kuwagannon","","","Bug","Electric","2","047","88","4","","","","Bug Buzz","Bug","","","","","103","56","71","113","60","35","It concentrates electrical energy within its large jaws and fires it at its enemies.","でんきエネルギーを おおきな アゴに あつめて てきに はっしゃして たたかう。","","","",""
"Machop","ワンリキー","Wanriky","","","Fighting","","2","048","42","2","","","","Revenge","Fighting","","","","","70","45","30","22","22","22","Its muscles are special—they never get sore no matter how much they are used in exercise. It can hurl 100 grown-ups.","どんなに うんどうを しても きんにくつうに ならない とくべつな きんにくを もって いる。おとな １００にんを なげとばせる。","","","",""
"Machoke","ゴーリキー","Goriky","","","Fighting","","2","049","64","3","","","","Low Sweep","Fighting","","","","","90","67","48","36","42","32","It happily carries heavy cargo to toughen up. It willingly does hard work for people.","からだを きたえる ため よろこんで おもいにもつを はこぶので ひとの かわりに ちからしごとを する。","","","",""
"Machamp","カイリキー","Kairiky","","","Fighting","","2","050","88","4","","","","Vital Throw","Fighting","","","","","113","101","64","53","67","45","It uses its four powerful arms to pin the limbs of its foe, then throws the victim over the horizon.","４ほんの うでで あいての てあしを おさえこみ じゆうを うばうと ちへいせんの むこうまで なげとばす。","","","",""
"Abra","ケーシィ","Casey","","","Psychic","","2","051","42","2","","","","Hidden Power","Psychic","","","","","47","13","9","57","32","50","It sleeps for 18 hours a day. If it senses danger, it will teleport itself to safety even while asleep.","まいにち 18じかんは ねむる。 きけんな けはいを かんじたら ねむったままでも テレポートで にげだす。","","","",""
"Kadabra","ユンゲラー","Yungerer","","","Psychic","","2","052","62","3","","","","Psybeam","Psychic","","","","","65","26","22","79","48","70","Its body emits peculiar alpha waves. Its psychic powers are halved when it's not holding a silver spoon.","からだから とくしゅな アルファはを だす。 ぎんの スプーンが ないと サイコパワーが はんぶんに なってしまう。","","","",""
"Alakazam","フーディン","Foodin","","","Psychic","","2","053","88","4","","","","Psychic","Psychic","","","","","87","41","37","106","75","93","Its superb memory lets it recall everything it has experienced from birth. Its IQ exceeds 5,000.","うまれてから たいけんした すべてを おぼえているほどの きおくりょく。 ちのうしすうは 5000を こえる。","","","",""
"Pancham","ヤンチャム","Yancham","","","Fighting","","2","054","46","2","","","","Arm Thrust","Fighting","","","","","68","46","36","28","29","26","It does its utmost to glare and pull a scary face so enemies won't make fun of it.","てきに なめられないよう いっしょうけんめい こわい かおで にらみつける。","","","",""
"Pangoro","ゴロンダ","Goronda","","","Fighting","Dark","2","055","88","4","","","","Brick Break","Fighting","","","","","117","97","62","56","57","47","It has enough power to snap telephone poles. Although it has a violent personality, it will not put up with bullying.","でんちゅうを へしおる パワーを もち けんかっぱやい せいかくだが よわいものいじめは みのがさない。","","","",""
"Sneasel","ニューラ","Nyula","","","Dark","Ice","2","056","66","3","","","","Payback","Dark","","","","","75","63","39","26","51","76","It has a cunning yet savage disposition. It makes its opponents flinch by suddenly showing the sharp claws hidden in its paws.","どうもうで ずるがしこい せいかく。ゆびに かくした するどい ツメを いきなり のばして あいてを ひるませる。","","","",""
"Weavile","マニューラ","Manyula","","","Dark","Ice","2","057","90","4","","","","Night Slash","Dark","","","","","98","93","53","37","67","97","It coordinates attacks with others by clawing signs on the surface of rocks.","いわや きの ひょうめんに ツメで サインを のこし なかまと れんらくを とりあって たたかう。","","","",""
"Drifloon","フワンテ","Fuwante","","","Ghost","Flying","2","058","56","3","","","","Astonish","Ghost","","","","","96","36","25","42","32","48","It is whispered that any child who mistakes Drifloon for a balloon and holds on to it could wind up missing.","ふうせんと まちがえて フワンテを もっていた ちいさな こどもが きえてしまう ことが あると いう。","","","",""
"Drifblim","フワライド","Fuwaride","","","Ghost","Flying","2","059","88","4","","","","Hex","Ghost","","","","","158","64","37","71","44","64","At dusk, swarms of Drifblim are carried aloft on winds somewhere. When noticed, they suddenly vanish.","ゆうぐれに なると フワライドの むれが かぜに ながされて どこかへ とんでいく。 ふと きづくと いつのまにか きえている。","","","",""
"Bronzor","ドーミラー","Dohmirror","","","Steel","Psychic","2","060","42","2","","","","Confusion","Psychic","","","","","63","17","48","17","48","16","Ancient people believed that the pattern on its back was imbued with a mysterious power.","せなかの もようには しんぴてきな ちからが やどっていると むかしの ひとびとに しんじられてきた。","","","",""
"Bronzong","ドータクン","Dohtakun","","","Steel","Psychic","2","061","74","3","","","","Iron Head","Steel","","","","","82","60","76","53","76","24","It can summon rain clouds. People long ago revered it as the bringer of plentiful harvests.","あまぐもを よんで あめを ふらせる わざを もつ。 ほうさくの かみさまとして むかしの ひとびとに まつられていた。","","","",""
"Golett","ゴビット","Gobit","","","Ground","Ghost","2","062","42","2","","","","Astonish","Ghost","","","","","64","42","30","22","30","22","It's been active for thousands of years. An unknown energy inside it enables it to move.","すうせんねんも うごきつづけているが じんな エネルギーで うごいて いるかは ねからない。","","","",""
"Golurk","ゴルーグ","Goloog","","","Ground","Ghost","2","063","72","3","","","","Shadow Punch","Ghost","","","","","96","81","54","39","54","39","It faithfully follows its orders to protect Pokémon; however, if the seal on its chest is removed, it rampages indiscriminately.","めいれいを ちゅうじつだ まもる ポケモンだが むねの ふういんが はがれると みさかいなく あばれまわってしまう。","","","",""
"Wimpod","コソクムシ","Kosokumushi","","","Bug","Water","2","064","34","2","","","","Struggle Bug","Bug","","","","","47","22","25","13","20","45","A very cowardly Pokémon. It will whir its legs at high speeds to run away if anything comes near it.","とても おくびょうな ポケモン。 なにかが ちかづくと たくさんの あしを すごい はやさで うごかして にげまわる。","","","",""
"Golisopod","グソクムシャ","Gusokumusha","","","Bug","Water","2","065","92","4","","","","Bug Bite","Bug","","","","","102","97","108","49","71","34","It slashes opponents with its sharp flexible claws. The shell covering its body is as hard as diamond.","のびちぢみする するどい ツメで あいてを きりさく。 からだを おおう カラは ダイヤモンドと おなじくらい かたい。","","","",""
"Pikachu","ピカチュウ","Pikachu","","","Electric","","2","066","74","4","","","","Spark","Electric","","","","","86","54","41","50","50","86","It is said that electricity accumulates in the electric sacs on Pikachu's cheeks while it sleeps.","ほっぺたの でんきぶくろには ピカチュウが ねている あいだに でんきが たまると いわれている。","","","",""
"Espeon","エーフィ","Eifie","","","Psychic","","2","067","92","4","","","","Psybeam","Psychic","","","","","95","53","49","101","75","86","Its fur is so sensitive, it can feel the flow of air to predict its enemy's movements.","ぜんしんの たいもうで くうきの ながれを よみとり あいての うごきを よそくする。","","","",""
"Umbreon","ブラッキー","Blacky","","","Dark","","2","068","92","4","","","","Bite","Dark","","","","","117","53","86","49","101","53","The rings on its body glow faintly when it is exposed to the moon's aura, and it gains a mysterious power.","つきの はどうを あびると からだの わっかもようが ほのかに かがやき ふしぎな ちからに めざめる。","","","",""
"Mr. Mime","バリヤード","Barrierd","","","Psychic","Fairy","2","069","70","3","","","","Psybeam","Psychic","","","","","65","32","45","67","79","60","It's known for its top-notch pantomime skills. Emanations from its fingertips solidify the air into invisible walls.","パントマイムが とくい。 ゆびさきから だす はどうが くうきを かためて みえない カべを つくりだす。","","","",""
"Dunsparce","ノコッチ","Nokocchi","","","Normal","","2","070","54","2","","","","Headbutt","Normal","","","","","85","40","40","37","37","27","If spotted, it escapes backward by digging into the ground with its tail.","だれかに すがたを みられると シッポの ドリルで あなをほり うしろむきに にげだす。","","","",""
"Reshiram","レシラム","Reshiram","Superstar","Legendary","Dragon","Fire","3","001","162","6","","","","Fusion Flare","Fire","","","","","169","132","111","164","132","100","The fire blown from its tail has the power to burn everything around it. It helps those who want to build a world of truth.","しっぽから ほのおを ふきだし あらゆるものを やきつくす ちからを もつ。 しんじつの せかいを つずる ひとを たすける。","","","",""
"Zekrom","ゼクロム","Zekrom","Superstar","Legendary","Dragon","Electric","3","002","162","6","","","","Fusion Bolt","Electric","","","","","169","164","132","132","111","100","This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.","いなずまで せかいを やきつくせる でんせつの ポケモン。 りそうの せかいを つくる ひとを ほさする。","","","",""
"Kyurem","キュレム","Kyurem","Superstar","Legendary","Dragon","Ice","3","003","156","6","","","","Blizzard","Ice","","","","","195","142","100","142","100","105","It creates dreadfully cold air. Its body is always frozen as a result.","すごい れいきを つくりだせる。 そのため つねに じぶんの からだも こおって しまっている。","","","",""
"Lugia","ルギア","Lugia","Superstar","Legendary","Psychic","Flying","3","004","162","6","","","","Aeroblast","Flying","","","","","175","100","142","100","168","121","It lives quietly at the bottom of the sea. It is said to appear when storms start.","ふかい うみの そこで しずかに くらす。 あらしになると すがたを あらわすと つたえられている。","","","",""
"Diancie","ディアンシー","Diancie","Superstar","Mythical","Rock","Fairy","3","005","144","6|","","","","Diamond Storm","Rock","","","","","116","111","164","111","164","58","Its pink, glimmering body is said to be the loveliest sight in the whole world. It can make diamonds from the air.","ピンクいろに かがやく すがたは せかいいち うつくしいとも いわれる。 くうきから ダイヤを つくりだす ことが できる。","","","",""
"Gyarados","ギャラドス","Gyarados","Superstar","","Water","Flying","3","006","132","6|","","","","Waterfall","Water","","","","","163","137","88","68","111","90","A ferocious and dangerous Pokémon. It cannot be stopped once it goes on a rampage.","どうもうで きけんな ポケモン。 いちど あばれだしたが さいご もう とめられない。","","","",""
"Tyranitar","バンギラス","Bangiras","Superstar","","Rock","Dark","3","007","144","6|","","Dynamax","","Stone Edge","Rock","Max Rockfall","Rock","","","169","147","121","105","111","69","Its tremendous power can knock down mountains and bury rivers, changing the surrounding terrain.","やまを くずし かわを うずめ あたりの ちけいを かえてしまう ほどの ものすごい パワーを ひめている。","","","",""
"Charizard","リザードン","Lizardon","Superstar","","Fire","Flying","3","008","138","6","","Gigantamax","","Flamethrower","Fire","","","","","153","99","92","127","100","117","The temperature of Charizard's fire increases as it gains experience in battle.","リザードンの ほのおは たたかいの けいけんを つむほど おんどが あがっていく。","","","",""
"Metagross","メタグロス","Metagross","Superstar","","Steel","Psychic","3","009","144","6|","","Dynamax","","Meteor Mash","Steel","Max Steelspike","Steel","","","147","148","142","105","100","79","Formed from the fusion of two Metang, its four brains are said to be superior to a supercomputer.","２ひきの メタングが がったいして うまれた。 ４つの のうは スーパーコンピューターよりも すぐれているといわれる。","","","",""
"Garchomp","ガブリアス","Gaburias","Superstar","","Dragon","Ground","3","010","144","6|","","","","Earthquake","Ground","","","","","177","142","105","89","95","113","When Garchomp runs at high speed, it creates blades of air.","ガブリアスが かけぬけると その あまりの はやさに くうきの やいばが つくりだされる。","","","",""
"Pikachu","ピカチュウ","Pikachu","Star","","Electric","","3","011","96","5","","Dynamax","","Thunderbolt","Electric","Max Lightning","Electric","","","113","72","53","66","66","114","It is said that electricity accumulates in the electric sacs on Pikachu's cheeks while it sleeps.","ほっぺたの でんきぶくろには ピカチュウが ねている あいだに でんきが たまると いわれている。","","","",""
"Flygon","フライゴン","Flygon","Star","","Ground","Dragon","3","012","114","5","","Dynamax","","Earthquake","Ground","Max Quake","Ground","","","132","99","80","80","80","99","This Pokémon hides in the heart of sandstorms it creates and seldom appears where people can see it.","みずからが まきおこす すなあらしの ちゅうしんに いるので めったに ひとまえに あらわれない ポケモン。","","","",""
"Serperior","ジャローダ","Jalorda","Star","","Grass","","3","013","116","5","","","Grassium","Leaf Storm","Grass","","","Bloom Doom","Grass","127","75","94","75","94","111","It takes in solar energy and boosts it internally. It only gives its all against strong opponents.","たいようエネルギーを からだの なかで ぞうふくさせる。 つよい あいてにだけ ほんきを だす。","","","",""
"Emboar","エンブオー","Enbuoh","Star","","Fire","Fighting","3","014","116","5","","","Firium","Flare Blitz","Fire","","","Inferno Overdrive","Fire","160","120","66","99","66","66","It grows a beard of fire. It has mastered fast and powerful fighting moves.","ほのおの あごひげを たくわえる。 パワーと スピードを かねそなえた かくとうの わざを みにつけている。","","","",""
"Samurott","ダイケンキ","Daikenki","Star","","Water","","3","015","116","5","","","Waterium","Hydro Pump","Water","","","Hydro Vortex","Water","146","99","84","106","70","70","In the time it takes a foe to blink, it can draw and sheathe the seamitars incorporated in its armor.","よろいに しこまれた アシガタナで てきを きりつけ もとに もどすまで まばたき するほどの じかんしか かからない。","","","",""
"Corviknight","アーマーガア","Armorga","Star","","Flying","Steel","3","016","108","5","","","","Brave Bird","Flying","","","","","149","86","103","54","84","67","With their great intellect and flying skills, these Pokémon very successfully act as the Galar region's airborne taxi service.","ひこう のうりょくに すぐれていて とても かしこいため ガラルちほうで そらの タクシーとして かつやく。","","","",""
"Coalossal","セキタンザン","Sekitanzan","Star","","Rock","Fire","3","017","112","5","","","","Rock Blast","Rock","","","","","160","80","117","80","89","33","It's usually peaceful, but the vandalism of mines enrages it. Offenders will be incinerated with flames that reach 2,700 degrees Fahrenheit.","ふだんは おだやかだが にんげんが こうざんを あらすと いかりくるい １５００どの ほのおで やきつくす。","","","",""
"Toxtricity","ストリンダー","Strinder","Star","","Electric","Poison","3","018","110","5","","","","Overdrive","Electric","","","","","127","97","70","112","70","75","When this Pokémon sounds as if it's strumming a guitar, it's actually clawing at the protrusions on its chest to generate electricity.","むねの とっきを かきむしり でんきを おこすとき あたりに ギターのような おとが ひびく。","","","",""
"Toxtricity","ストリンダー","Strinder","Star","","Electric","Poison","3","019","110","5","","","","Sludge Wave","Poison","","","","","127","97","70","112","70","75","Capable of generating 15,000 volts of electricity, this Pokémon looks down on all that would challenge it.","15000ボルトもの でんきを はっせいさせることが できる。 どんな あいても なめている。","","","",""
"Centiskorch","マルヤクデ","Maruyakude","Star","","Fire","Bug","3","020","114","5","","","","Inferno","Fire","","","","","151","113","66","89","89","66","When it heats up, its body temperature reaches about 1,500 degrees Fahrenheit. It lashes its body like a whip and launches itself at enemies.","はつねつじの たいおんは およそ 800ど。 からだを ムチのように しならせて とびかかってくるぞ。","","","",""
"Glaceon","グレイシア","Glacia","Star","","Ice","","3","021","114","5","","","","Blizzard","Ice","","","","","118","61","108","127","94","66","It can drop its body temperature below –75 degrees Fahrenheit and create fine ice crystals by cooling the atmosphere.","たいおんを マイナス60どまで さげることが できる。 くうきを ひやして こまかい こおりの けっしょうを つくりだす。","","","",""
"Leafeon","リーフィア","Leafia","Star","","Grass","","3","022","114","5","","","","Leaf Blade","Grass","","","","","118","108","127","61","66","94","Its cells are closer to those of plants than of animals. It uses photosynthesis to produce clean air.","どうぶつより しょくぶつに ちかい さいぼうを もつ。 こうごうせいを あこなって きれいな くうきを つくりだす。","","","",""
"Tornadus","トルネロス","Tornelos","Star","Legendary","Flying","","3","023","126","5","","","","Hurricane","Flying","","","","","131","113","70","122","80","109","As it flies around, it causes fierce storms. Its power is enough to blow houses away.","そらを とびまわりながら はげしい あらしを まきおこす。 いえを ふきとばすほどの パワーだ。","","","",""
"Thundurus","ボルトロス","Voltolos","Star","Legendary","Electric","Flying","3","024","126","5","","","","Thunder","Electric","","","","","131","113","70","122","80","109","As it flies around, it fires off lightning all over the place. The land of places it has passed through is left scorched.","そらを とびまわりながら あちこちに カミナリを おとす。 とおりすぎた とちは あちこちが やけこげている。","","","",""
"Landorus","ランドロス","Landlos","Star","Legendary","Ground","Flying","3","025","128","5","","","","Earthquake","Ground","","","","","140","122","89","113","80","99","The energy that comes pouring from its tail increases the nutrition in the soil. As such, it is hailed as "The Guardian of the Fields."","しっぽから ふりそそぐ エネルギーは つちの えいようを ふやす あるので はたけの かみさまと いわれている。","","","",""
"Snivy","ツタージャ","Tsutarja","","","Grass","","3","026","42","2","","","","Vine Whip","Grass","","","","","57","27","32","27","32","36","Being exposed to sunlight makes its movements swifter. It is very intelligent and calm.","たいようの ひかりを あびると うごきが すばやくなる。 あたまが よく れいせいな せいかく。","","","",""
"Servine","ジャノビー","Janovy","","","Grass","","3","027","66","3","","","","Mega Drain","Grass","","","","","80","43","53","43","53","58","When it gets dirty, its leaves can't be used in photosynthesis, so it always keeps itself clean.","からだが よごれると はっぱで こうごうせいが できなくなるので いつも せいけつに している。","","","",""
"Serperior","ジャローダ","Jalorda","","","Grass","","3","028","94","4","","","","Leaf Tornado","Grass","","","","","105","62","77","62","77","90","It takes in solar energy and boosts it internally. It only gives its all against strong opponents.","たいようエネルギーを からだの なかで ぞうふくさせる。 つよい あいてにだけ ほんきを だす。","","","",""
"Tepig","ポカブ","Pokabu","","","Fire","","3","029","42","2","","","","Ember","Fire","","","","","67","36","27","27","27","27","It loves to eat berries roasted from the fire it blows through its nose. It shoots fireballs when in battle.","はなの あなから だした ほのおで きのみを やいて たべるのが だいすき。 たたかう ときは ひのたまを うちだす。","","","",""
"Pignite","チャオブー","Chaoboo","","","Fire","Fighting","3","030","66","3","","","","Flame Charge","Fire","","","","","99","64","40","49","40","40","Whatever it eats becomes fuel for the flame in its stomach. When the flame becomes stronger, it overflows with power.","たべたものを ねんりょうに して いぶくろで ほのおを もやす。 ほのおが つよまると パワーが あふれる。","","","",""
"Emboar","エンブオー","Enbuoh","","","Fire","Fighting","3","031","94","4","","","","Fire Punch","Fire","","","","","131","98","54","81","54","54","It grows a beard of fire. It has mastered fast and powerful fighting moves.","ほのおの あごひげを たくわえる。 パワーと スピードを かねそなえた かくとうの わざを みにつけている。","","","",""
"Oshawott","ミジュマル","Mijumaru","","","Water","","3","032","42","2","","","","Water Gun","Water","","","","","62","32","27","36","27","27","In battle, it detaches the scalchop on its stomach and uses it as a blade. It can also be used to break open hard berries.","たたかう ときには おなかの ホタチを はずして こがたなとして つかう。 かたい きのみを わるときにも やくだつのだ。","","","",""
"Dewott","フタチマル","Futachimaru","","","Water","","3","033","66","3","","","","Water Pulse","Water","","","","","90","53","43","58","43","43","As a result of strict training, it learns techniques using its two scalchops. These techniques differ from one Dewott to another.","きびしい しゅぎょうの すえ 2まいの ホタチを つかった わざを みにつける。 わざの しゅるいは フタチマルごとに ことなる。 ","","","",""
"Samurott","ダイケンキ","Daikenki","","","Water","","3","034","94","4","","","","Razor Shell","Water","","","","","120","81","69","87","58","58","In the time it takes a foe to blink, it can draw and sheathe the seamitars incorporated in its armor.","よろいに しこまれた アシガタナで てきを きりつけ もとに もどすまで まばたき するほどの じかんしか かからない。","","","",""
"Skwovet","ホシガリス","Hoshigarisu","","","Normal","","3","035","40","2","","","","Tackle","Normal","","","","","70","33","33","22","22","16","It eats berries nonstop—a habit that has made it more resilient than it looks. It'll show up on farms, searching for yet more berries.","つねに きのみを くっているので みかけいじょうに タフ。 きのみを ねらって はたけに あらわれる。","","","",""
"Greedent","ヨクバリス","Yokubarisu","","","Normal","","3","036","84","4","","","","Covet","Normal","","","","","139","78","78","46","62","17","It stashes berries in its tail—so many berries that they fall out constantly. But this Pokémon is a bit slow-witted, so it doesn't notice the loss.","しっぽに きのみを ためこむ。 ためこみすぎて ポロポロ こぼすが にぶいので きがつかない。","","","",""
"Rookidee","ココガラ","Kokogara","","","Flying","","3","037","36","2","","","","Peck","Flying","","","","","54","28","22","21","22","33","Jumping nimbly about, this small-bodied Pokémon takes advantage of even the slightest opportunity to disorient larger opponents.","ちいさい からだで きびんに とんで すきを つく せんぽうで からだの おおきな あいてを てだまにとる。","","","",""
"Corvisquire","アオガラス","Aogarasu","","","Flying","","3","038","60","3","","","","Pluck","Flying","","","","","85","47","40","32","40","54","Smart enough to use tools in battle, these Pokémon have been seen picking up rocks and flinging them or using ropes to wrap up enemies.","あしで こいしを つかんで なげたり ロープを てきに まきつけるなど どうぐを あつかう ちえを もつ。","","","",""
